NAME,state,FIPS_tract_id,lead_score,lead_rank,oil_score,oil_rank,chem_score,chem_rank,hazw_score,hazw_rank,cln_score,cln_rank,wat_score,wat_rank,traf_score,traf_rank,ozn_score,ozn_rank,pm25_score,pm25_rank,county,dsl_score,dsl_rank,txcs_score,txcs_rank,hbrd_score,hbrd_rank,nohs_score,nohs_rank,total_pop,liso_score,liso_rank,unem_score,unem_rank,poc_score,poc_rank,pov_score,pov_rank,asth_score,asth_rank,hd_score,hd_rank,lbw_score,lbw_rank,missing_values,enef_score,enef_rank,expo_score,expo_rank,sef_score,sef_rank,spop_score,spop_rank,pltn_score,pltn_rank,pop_score,pop_rank,fin_score,fin_rank
"Census Tract 5.01, Eagle County, Colorado",08,08037000501,0.006307826592958976,7.142857142857142,0.0,0.0,0.936127404358,78.04255319148936,0.00980955352775,3.6879432624113475,0.0689165817091,48.11347517730496,0.0171943300437,59.134765017117964,77.5188567461,16.057553956834532,49.4438993464,10.488390712570055,3.7348806010900004,1.7614091273018415, Eagle County,0.042348722000000005,17.304747320061256,0.135211581874738,6.350420811017597,0.19285714285714287,84.30873621713316,0.0,0.0,580.0,,,0.0,0.0,,,33.275862068965516,67.26238830219334,8.1,13.951612903225808,2.3,38.064516129032256,,,6,32.68693229853013,27.003205128205128,10.392504385557057,5.764611689351481,37.892781129831626,34.11290322580645,26.008064516129032,10.725806451612902,17.82398035654808,5.924739791833467,31.95042282298033,13.870967741935484,7.169938082736393,2.741935483870968
"Census Tract 5.02, Eagle County, Colorado",08,08037000502,0.038331454340473504,28.97727272727273,0.0,0.0,0.24351102763444854,41.205673758865245,0.009644889073931903,3.3049645390070923,0.09905801363991631,63.10638297872341,0.018690839969377832,60.23965141612201,372.70894946449556,49.39568345323741,49.541398039200004,10.968775020016013,3.70715519126,1.3610888710968776, Eagle County,0.033036805,13.859111791730475,0.121495573081617,3.2899770466717673,0.0752,15.351993214588635,7.700000000000003,58.53355426677713,3877.0,10.3,81.85022026431719,0.7,1.1678200692041523,29.200000000000003,58.84491114701132,23.96182615424297,47.44110479285134,8.0,10.0,1.2,5.201612903225807,4.49,10.650887573964498,0,32.80565756999841,27.323717948717945,15.774927236550507,12.650120096076861,43.864933959124954,43.87096774193549,8.617500159063434,0.3225806451612903,21.451837347699808,10.808646917534027,26.241217059094193,6.370967741935483,7.08732860780822,2.5806451612903225
"Census Tract 5.03, Eagle County, Colorado",08,08037000503,0.006611398963730569,7.386363636363637,0.0,0.0,1.4046147949506806,86.6241134751773,0.00995049667500161,4.099290780141844,0.06765233899236592,47.78723404255319,0.02624725276045553,64.19234360410832,478.0267585890305,59.41007194244604,49.4320385621,10.328262610088071,3.78157653005,2.1617293835068057, Eagle County,0.050051105,19.90811638591118,0.139119877795706,7.268553940321347,0.1261904761904762,51.569126378286676,8.799999999999997,63.75310687655343,6529.0,25.2,96.82819383259911,0.0,0.0,54.3,84.93537964458805,34.974533106960955,71.16165718927701,7.2,0.20161290322580644,2.3,38.064516129032256,7.58,60.98901098901099,0,35.01489092305738,32.131410256410255,19.815346852454688,15.932746196957567,61.374577320217384,69.6774193548387,33.08504667375635,19.274193548387096,24.881861542655585,16.01281024819856,47.22981199698687,45.322580645161295,14.795620604924013,17.82258064516129
"Census Tract 7.01, Eagle County, Colorado",08,08037000701,0.03700361010830325,28.246753246753247,0.0,0.0,0.0996600991028,14.411347517730496,0.009726310138110001,3.4893617021276593,0.11902719304300001,71.14893617021276,0.05795860252999999,73.82508558979147,775.8074707989999,77.12230215827338,49.7218026144,11.689351481184948,3.6907718852499998,1.120896717373899, Eagle County,0.036255676,14.931087289433384,0.122725989454207,3.6725325172149965,0.16458333333333333,72.68871925360475,0.0,0.0,1593.0,0.0,0.0,0.0,0.0,5.200000000000003,1.1308562197092082,24.105461393596986,47.76604386677498,8.1,13.951612903225808,1.2,5.201612903225807,,,2,31.853580704435938,24.519230769230766,21.707234032696118,17.53402722177742,20.26426989001482,9.596774193548386,9.576612903225808,0.4838709677419355,25.089349589942724,16.33306645316253,14.920441396620314,0.24193548387096775,4.713083940495633,0.7258064516129032
"Census Tract 7.02, Eagle County, Colorado",08,08037000702,0.04875125881168177,35.47077922077922,0.0,0.0,0.0542039980995566,8.865248226950355,0.010601559720508667,4.581560283687943,0.0799375906316821,52.95035460992907,0.0040434562315835405,44.0865234982882,614.0225818580516,67.84172661870504,49.931130718999995,12.32986389111289,3.66405172131,0.9607686148919135, Eagle County,0.028628237,11.10260336906585,0.115770196443351,2.5248661055853097,0.09932885906040269,32.99406276505513,1.2999999999999972,8.906379453189727,1706.0,3.6,54.581497797356825,1.7,9.429065743944637,10.200000000000003,9.248788368336026,23.73974208675264,47.03493095044679,7.9,6.653225806451612,1.9,22.217741935483872,,,2,24.3257443066058,9.615384615384617,18.9519657198722,15.13210568454764,27.032454179721523,17.983870967741936,14.435483870967742,1.5725806451612903,20.7432252487834,9.687750200160128,20.73396902534463,1.8548387096774193,5.414929781696666,1.0483870967741937
"Census Tract 7.03, Eagle County, Colorado",08,08037000703,0.04665827036104114,34.17207792207792,0.0,0.0,0.08784044110573642,13.177304964539008,0.009940409326624431,4.01418439716312,0.09844924284448374,62.737588652482266,0.022096711648743973,61.85807656395892,811.1982046985347,79.15107913669065,49.9361156863,12.489991993594876,3.7025228961699996,1.200960768614892, Eagle County,0.039367103,15.620214395099541,0.125358690319828,4.055087987758225,0.12017167381974249,47.370653095843934,0.4000000000000057,0.9527754763877383,2551.0,,,,,11.799999999999997,13.206785137318256,23.794590356722853,47.1161657189277,7.6,1.8548387096774193,2.2,33.99193548387097,6.0,32.502113271344044,4,29.32653875003687,18.509615384615387,22.503466856351636,18.174539631705365,27.161594857119404,18.306451612903228,22.782962488297475,6.370967741935483,24.777824154246716,15.932746196957567,24.97227867270844,5.080645161290322,7.790322552832744,3.790322580645161
"Census Tract 9611, Elbert County, Colorado",08,08039961100,0.23412435233160622,78.73376623376623,352.70000000000005,87.890625,0.03579083217615701,5.404255319148936,0.01785425800329056,11.21985815602837,0.013225129628948229,8.921985815602836,0.0,0.0,44.24115355957569,11.467625899280575,48.6353039216,6.244995996797438,5.03003931694,15.932746196957567, Elbert County,0.042389671,17.381316998468606,0.149925786186258,9.334353481254782,0.08771929824561403,23.536895674300254,9.0,64.4573322286661,2059.0,0.8,11.497797356828194,3.7,40.22491349480969,6.099999999999994,1.8578352180936994,30.19704433497537,61.08854589764419,7.4,0.685483870967742,4.9,94.79838709677419,4.69,12.595097210481827,0,32.0284150874244,24.919871794871796,12.072207714551793,7.606084867894316,33.777219978390356,27.580645161290324,36.02632272607459,23.70967741935484,18.72427683884266,6.645316253002402,34.90177135223247,20.080645161290324,8.22785487953498,4.516129032258064
"Census Tract 9612.04, Elbert County, Colorado",08,08039961204,0.02422196796338673,22.07792207792208,248.85,84.9609375,0.06939637073910561,11.191489361702128,0.03518528474655259,15.191489361702128,0.054027738995494845,42.90780141843972,9.89207984047734e-09,0.7314036725801432,0.0455201261795957,0.5035971223021583,51.593804575200004,29.22337870296237,5.79327349727,36.429143314651725, Elbert County,0.064621916,22.6646248085758,0.189506190602079,20.275439938791127,0.10699588477366255,38.16793893129771,3.0999999999999943,27.713338856669427,8152.0,0.6,8.54625550660793,2.9,27.076124567474047,13.5,17.891760904684975,20.11303599950854,38.58651502843217,7.5,1.0887096774193548,2.8,54.35483870967742,7.23,54.52240067624683,0,29.51017389872437,19.070512820512818,21.819236777456638,17.934347477982385,26.33032229919438,17.016129032258064,36.65531635444787,24.91935483870968,24.382882484545885,15.13210568454764,31.492819326821124,13.14516129032258,9.667867456382732,7.17741935483871
"Census Tract 9612.05, Elbert County, Colorado",08,08039961205,0.08118987341772152,52.353896103896105,441.35,89.84375,0.035993365333491185,5.546099290780142,0.021873399216186116,12.439716312056738,0.022073803161816424,32.808510638297875,3.112128087720502e-07,1.6962340491752257,0.0,0.0,50.3200836601,18.975180144115292,5.1870513661199995,18.975180144115292, Elbert County,0.032364565,13.169984686064318,0.149334838732966,9.257842387146137,0.07432432432432433,14.461407972858353,1.7000000000000028,12.386081193040596,1954.0,0.3,3.480176211453744,3.0,29.06574394463668,15.700000000000003,24.717285945072696,16.580310880829018,30.13809910641755,7.6,1.8548387096774193,4.2,88.99193548387096,8.47,73.1614539306847,0,32.44803439903434,26.041666666666668,12.075637472288207,7.686148919135308,19.04146572891327,7.983870967741935,54.66940937474436,61.693548387096776,18.866436447870253,6.805444355484387,36.855437551828814,22.983870967741936,8.754383125315815,5.887096774193548
"Census Tract 9612.06, Elbert County, Colorado",08,08039961206,0.0293952802359882,24.431818181818183,2.5,31.4453125,0.041253479612209584,6.368794326241136,0.02752929858173872,13.290780141843971,0.03653765410626872,38.36879432624114,0.0,0.0,0.0,0.0,52.0989163399,46.27702161729383,5.58570054645,32.986389111289036, Elbert County,0.06218414,21.975497702909646,0.179735983189511,17.674062739097167,0.1,33.88464800678541,2.299999999999997,18.3927091963546,3774.0,0.0,0.0,4.3,49.78373702422145,8.099999999999994,5.250403877221324,7.414297103374967,7.311129163281885,7.7,2.82258064516129,3.0,61.49193548387096,8.94,79.33220625528318,0,18.98424991269074,4.086538461538462,23.782594234117937,19.135308246597276,19.103771211310782,8.14516129032258,47.88224079477181,46.45161290322581,22.18314612697554,11.929543634907928,33.493006003041295,16.612903225806452,9.354301591478347,6.693548387096775
"Census Tract 9612.07, Elbert County, Colorado",08,08039961207,0.036913985554826,28.165584415584416,25.0,61.328125,0.03661320575633321,5.659574468085107,0.024750327679906682,12.836879432624112,0.032260613707183104,36.49645390070922,1.0269841700406657e-07,1.353874883286648,0.0,0.0,51.4823718954,27.22177742193755,5.44663387978,28.022417934347477, Elbert County,0.056732597,21.362940275650843,0.171111110964217,14.537107880642694,0.10151515151515152,35.199321458863444,2.4000000000000057,19.552609776304887,3758.0,0.0,0.0,2.3,17.214532871972317,7.099999999999994,3.3117932148626816,13.249464668094218,20.308692120227455,7.7,2.82258064516129,3.1,64.6774193548387,3.52,3.2544378698224854,0,24.306748683381585,9.535256410256409,18.228848702515712,14.651721377101682,15.931158240371795,4.838709677419355,23.58481262327416,7.258064516129033,20.254815362804337,8.726981585268215,19.757985431822977,1.2096774193548387,5.038543936948808,0.8870967741935484
"Census Tract 9612.08, Elbert County, Colorado",08,08039961208,0.06956972111553784,47.32142857142857,8.0,47.0703125,0.030326068476762846,4.524822695035461,0.027269943309803403,13.234042553191488,0.02752033568627284,34.90780141843972,1.7638130814803708e-08,0.824774354186119,0.0,0.0,51.6641156863,31.22497998398719,5.23901584699,20.25620496397118, Elbert County,0.04481764,17.917304747320063,0.16218450253447,11.782708492731446,0.10267857142857142,35.87786259541985,2.9000000000000057,25.68351284175642,3387.0,0.7,9.955947136563877,0.7,1.1678200692041523,15.099999999999994,23.021001615508887,10.388839418224993,12.835093419983753,7.6,1.8548387096774193,3.5,76.04838709677419,6.15,35.714285714285715,0,24.64719701538023,10.096153846153847,16.236239637601976,13.050440352281825,18.090206279739487,6.774193548387098,37.87250384024578,27.17741935483871,19.039892096861394,7.045636509207366,27.98135505999263,8.790322580645162,6.707602620034045,2.258064516129032
"Census Tract 9612.09, Elbert County, Colorado",08,08039961209,0.1124367088607595,59.9025974025974,11.0,51.07421875,0.0258672618389,3.3191489361702122,0.027567050051599998,13.333333333333334,0.0215070813495,32.51063829787234,5.247730727439999e-07,1.9607843137254901,0.0,0.0,51.3076771242,25.22017614091273,5.11100327869,17.69415532425941, Elbert County,0.038783684,15.46707503828484,0.1486612354052,8.875286916602908,0.06419753086419754,8.057675996607294,4.099999999999994,36.536868268434134,2078.0,0.3,3.480176211453744,2.2,15.397923875432525,8.400000000000006,6.179321486268174,16.117936117936118,29.000812347684807,7.6,1.8548387096774193,3.4,73.18548387096774,9.71,86.93998309382924,0,27.016786838949795,13.701923076923078,13.451338684011978,9.76781425140112,16.44212969764678,5.403225806451613,53.9934352248248,60.806451612903224,17.973154735657918,6.084867894315452,35.21778246123579,20.403225806451612,7.969304484821806,4.032258064516129
"Census Tract 33.05, El Paso County, Colorado",08,08041003305,0.036358228684732326,27.759740259740262,0.0,0.0,0.25378435865550375,42.92198581560284,0.40756450225788377,58.60992907801419,0.019126239698223267,30.411347517730498,0.003786387949100927,43.32399626517274,243.11803003704495,37.29496402877698,51.6098718954,29.62369895916733,5.2801942623,21.056845476381106, El Paso County,0.08980016,26.79938744257274,0.174494497887109,15.837796480489672,0.0903010033444816,25.86938083121289,2.4000000000000057,19.552609776304887,7094.0,4.4,60.308370044052865,5.5,68.25259515570934,19.400000000000006,35.62197092084006,8.300170551449687,8.529650690495533,8.9,53.104838709677416,4.3,90.28225806451613,11.07,94.59002535925613,0,33.837833156043416,29.407051282051285,26.122538477477566,21.377101681345074,36.355762903102594,31.61290322580645,79.32570737781656,94.19354838709677,28.694303370332847,19.935948759007204,57.84073514045957,70.3225806451613,20.89602071784145,33.79032258064516
"Census Tract 33.06, El Paso County, Colorado",08,08041003306,0.050635593220338976,36.76948051948052,0.0,0.0,0.1572093908173977,24.80851063829787,0.28045451272955346,51.56028368794326,0.020685128316472803,32.01418439716312,0.0,0.0,251.22783629520322,38.172661870503596,51.4938601307,27.542033626901517,5.0227319672099995,15.852682145716573, El Paso County,0.064523223,22.588055130168453,0.161511776044063,11.7061973986228,0.14537444933920704,63.8676844783715,9.799999999999997,67.93703396851699,3335.0,2.0,33.259911894273124,11.3,95.63148788927336,16.0,25.807754442649433,21.139927623642944,41.18602761982129,9.0,60.927419354838705,3.3,70.56451612903226,5.3,20.752324598478445,0,24.192076540480794,9.294871794871796,23.17232603438259,18.57485988791033,54.614983382150946,60.564516129032256,50.74808669411647,53.62903225806451,23.512242869748658,13.931144915932748,52.68153503813371,59.67741935483871,15.595043146029797,19.596774193548384
"Census Tract 9556, Jackson County, Colorado",08,08057955600,0.2213384030418251,77.43506493506493,394.5499999999999,88.4765625,0.110537171315,15.163120567375888,0.038944715336781635,16.29787234042553,0.010408056213277405,4.49645390070922,0.0,0.0,0.0,0.0,50.4995810458,20.09607686148919,4.40157513661,7.285828662930344, Jackson County,0.011925706000000001,1.7228177641653903,0.125603345506973,4.2463657230298395,0.11219512195121951,41.89991518235793,12.400000000000006,75.5592377796189,1296.0,,,2.2,15.397923875432525,20.0,37.92407108239095,34.651162790697676,70.34930950446791,8.9,53.104838709677416,0.2,0.20161290322580644,12.24,97.8021978021978,2,33.6448457072626,28.926282051282055,6.670217802322954,2.401921537229784,48.22609148485365,50.967741935483865,50.36954980503367,52.903225806451616,15.661760437302837,3.682946357085669,49.297820644943656,50.483870967741936,9.720808725092457,7.338709677419354
"Census Tract 18.06, Larimer County, Colorado",08,08069001806,0.01888198757763975,18.262987012987015,0.0,0.0,0.3849677531728037,54.58156028368795,1.0485725560525598,77.33333333333333,0.018732117909906545,29.70212765957447,0.00467302682181655,44.84905073140367,109.40058792132271,20.92086330935252,52.8508581699,67.17373899119295,6.96307765027,57.726180944755804, Larimer County,0.152741025,38.667687595712096,0.326382885436618,50.87987758224942,0.084375,21.07718405428329,2.200000000000003,17.315658657829328,7989.0,1.5,25.63876651982379,4.4,51.470588235294116,10.799999999999997,10.864297253634895,13.336726902519725,20.471161657189278,8.6,36.693548387096776,3.4,73.18548387096774,6.09,34.36179205409975,0,37.45484317016441,37.74038461538461,47.07366968465256,40.0320256204964,24.472942729675783,14.274193548387096,48.08027477072142,47.41935483870968,43.86739417982318,38.75100080064051,36.2766087501986,22.338709677419356,20.035612275676073,31.290322580645164
"Census Tract 19.02, Larimer County, Colorado",08,08069001902,0.07010555300596603,47.646103896103895,0.0,0.0,0.9454946420616166,78.42553191489363,0.4423054755910851,60.12765957446808,0.019320499590957257,30.737588652482266,0.012568082037115532,55.57111733582322,395.1313117897198,51.46762589928058,52.9736398693,69.25540432345876,6.97155459016,58.206565252201756, Larimer County,0.156729426,39.356814701378255,0.327879903442591,51.56847742922723,0.1330166270783848,55.6403731976251,2.700000000000003,23.446561723280862,4735.0,1.3,22.24669603524229,3.5,37.5,15.400000000000006,23.586429725363487,23.979699725100446,47.52233956133225,8.3,22.862903225806452,3.5,76.04838709677419,4.35,8.833474218089602,0,45.41800022896185,56.57051282051282,53.97097752110932,50.120096076861486,34.990400040474,29.435483870967744,35.91492151355675,23.306451612903224,51.1199850903935,52.28182546036829,35.452660777015375,20.887096774193548,22.8177939601446,39.59677419354839
"Census Tract 9.02, Larimer County, Colorado",08,08069000902,0.051709753231492364,37.66233766233766,0.0,0.0,0.4008069195316283,55.48936170212766,3.049119545170505,96.08510638297872,0.014842257332004938,13.02127659574468,0.0037844921350967684,43.23062558356676,281.3773742139367,41.17985611510792,51.5724941176,28.903122497998403,6.84292655738,55.32425940752602, Larimer County,0.194033452,51.684532924961715,0.330421351605197,52.25707727620505,0.2123076923076923,89.65224766751484,2.799999999999997,24.56503728251864,3832.0,1.4,24.05286343612335,6.9,80.79584775086505,21.900000000000006,42.972536348949916,33.08977035490606,66.69374492282697,8.8,46.61290322580645,1.9,22.217741935483872,5.56,24.00676246830093,0,40.91478465445925,46.47435897435898,45.86976964435983,38.99119295436349,54.78871290146646,60.64516129032258,30.945802543197086,16.93548387096774,44.21810798105963,39.55164131305044,42.86725772233177,35.32258064516129,23.864918656484203,41.774193548387096
"Census Tract 10.03, Larimer County, Colorado",08,08069001003,0.07132209737827716,48.133116883116884,0.0,0.0,0.2492845678404762,42.12765957446808,3.3059335432870838,96.9645390070922,0.015237810959905583,16.53900709219858,2.762148617714855e-05,11.546840958605664,416.86729767277563,54.27338129496403,51.786307843100005,35.78863090472378,6.882310109289999,56.36509207365893, Larimer County,0.21120262399999998,57.50382848392037,0.339108537105645,55.31752104055088,0.18304431599229287,81.08566581849026,2.5,21.04391052195526,5268.0,1.2,20.0,6.4,76.47058823529412,20.599999999999994,38.933764135702745,24.835970667695868,48.984565393988625,8.9,53.104838709677416,2.3,38.064516129032256,8.06,67.66694843617921,0,35.8851939192469,33.65384615384615,51.8496907595636,46.75740592473979,47.75308235090517,50.24193548387097,52.94543442496296,58.79032258064516,46.52819181279136,43.63490792634107,50.349258387934064,53.064516129032256,29.494657257266734,54.274193548387096
"Census Tract 11.09, Larimer County, Colorado",08,08069001109,0.01584297936587821,15.990259740259742,0.0,0.0,0.15635183657327428,24.5531914893617,1.06105272337383,77.57446808510639,0.01583949541075373,20.78014184397163,0.0,0.0,320.587363747744,44.82014388489209,52.0497444444,44.83586869495596,6.82255431694,55.084067253803035, Larimer County,0.184581263,47.70290964777948,0.331850190114052,53.1752104055088,0.15240641711229946,67.59966072943172,1.7999999999999972,13.380281690140844,5041.0,2.0,33.259911894273124,6.9,80.79584775086505,20.900000000000006,39.862681744749594,22.396349930569333,44.59788789601949,8.9,53.104838709677416,1.7,16.008064516129032,4.71,13.144547759932376,0,23.14967685978324,8.012820512820513,49.123639977387874,42.91433146517214,46.5827119509133,48.54838709677419,27.419150328579608,12.419354838709678,40.465652271519666,34.90792634107286,37.000931139746456,23.70967741935484,18.85095250071727,27.338709677419352
"Census Tract 11.11, Larimer County, Colorado",08,08069001111,0.05630667765869746,40.01623376623377,0.0,0.0,0.16605734289198382,26.652482269503547,3.3810441220808976,97.40425531914893,0.015172566563779064,16.127659574468083,0.00020767068417944798,20.68160597572362,653.3583313488996,70.17266187050359,51.7721477124,35.22818254603683,6.66619672131,51.881505204163325, Larimer County,0.18535590100000002,48.23889739663094,0.317287153310163,48.5080336648814,0.30604651162790697,97.96437659033079,0.9000000000000057,4.59817729908865,2422.0,,,,,26.200000000000003,53.55411954765751,54.112554112554115,92.60763606823721,8.8,46.61290322580645,2.5,44.07258064516129,7.14,52.95857988165681,4,33.48037281751299,28.365384615384613,50.80585613644321,45.236188951160926,62.18107737632854,70.56451612903226,47.88135458420819,46.37096774193548,45.03069503013314,41.072858286629305,55.031215980268364,65.64516129032259,31.199803577434054,58.14516129032258
"Census Tract 18.04, Larimer County, Colorado",08,08069001804,0.16212121212121214,68.5064935064935,0.0,0.0,0.3793749244950594,54.11347517730496,0.3395731525004304,55.702127659574465,0.01881477623013462,29.943262411347515,0.005995173520572685,47.323373793962034,726.7437717912655,74.86330935251799,52.829034640500005,66.93354683746998,7.210210437160001,64.29143314651722, Larimer County,0.188532356,49.6937212863706,0.34835833468244,58.607498087222645,0.12101910828025478,48.091603053435115,6.099999999999994,50.24855012427506,3967.0,4.5,61.013215859030836,5.3,65.13840830449827,14.599999999999994,21.163166397415186,25.787748928661458,51.2591389114541,8.5,31.85483870967742,2.5,44.07258064516129,6.08,34.065934065934066,0,42.598122091447074,50.641025641025635,62.87790174201969,62.85028022417934,49.485680441684764,52.33870967741936,36.66445114025759,25.0,56.11797519182881,59.887910328262606,43.07506579097118,35.80645161290323,30.434210681839996,56.29032258064516
"Census Tract 23, Larimer County, Colorado",08,08069002300,0.08396345305608066,53.327922077922075,1.0,12.5,0.5916852418672671,66.56737588652483,0.1987020581317822,43.843971631205676,0.01569675581868623,19.98581560283688,3.8069803316638424e-07,1.9140989729225024,86.88390617272195,18.057553956834532,52.5527895425,60.12810248198559,5.84007407104,37.06965572457966, Larimer County,0.08776327,26.493108728943337,0.236787012140921,29.53328232593726,0.12280701754385964,48.77014418999151,3.5999999999999943,32.18724109362054,3264.0,2.2,36.91629955947137,4.7,56.531141868512115,15.400000000000006,23.586429725363487,25.275735294117645,50.04061738424046,9.0,60.927419354838705,2.6,46.935483870967744,9.68,86.60185967878276,0,33.02319736190199,27.403846153846157,34.256340643656074,28.262610088070456,41.33864563686658,39.516129032258064,64.82158763486306,78.62903225806451,33.84529288307138,26.501200960768617,53.080116635864826,60.64516129032258,22.618523197236858,39.19354838709677
"Census Tract 7, Larimer County, Colorado",08,08069000700,0.470499306518724,97.56493506493507,0.0,0.0,0.20620757236663706,35.4468085106383,3.013072932773639,95.67375886524823,0.015024460912444467,14.624113475177305,0.006112582332063061,47.510115157173985,678.019477752981,71.84172661870504,51.4981222222,27.622097678142516,6.65489868852,51.561248999199364, Larimer County,0.19997197600000002,54.134762633996935,0.322335907835655,49.96174445294568,0.3215686274509804,98.30364715860898,,,2990.0,1.2,20.0,5.8,71.23702422145328,17.200000000000003,29.11954765751212,51.38841275282825,90.1705930138099,8.9,53.104838709677416,1.0,2.9838709677419355,8.8,77.68385460693153,2,48.46995517886214,63.141025641025635,51.024316076597906,45.476381104883906,61.76616241027686,70.0,44.590854761450295,39.75806451612903,50.17286244401932,50.0400320256205,53.17850858586358,60.806451612903224,33.592253010310614,62.33870967741936
"Census Tract 11.14, Larimer County, Colorado",08,08069001114,0.015793991416309012,15.827922077922077,1.0,12.5,0.131885500454,18.29787234042553,0.555559564869,65.47517730496453,0.0162472555203,22.97872340425532,0.0,0.0,142.243338858,25.58273381294964,52.274103268000005,52.041633306645316,6.79892226776,54.60368294635709, Larimer County,0.16665823800000001,41.88361408882083,0.331333889082316,52.79265493496557,0.055491329479768786,5.173876166242578,0.09999999999999432,0.12427506213753108,2283.0,2.1,35.19823788546256,4.6,54.714532871972324,11.200000000000003,11.833602584814216,3.7231712658782308,1.0560519902518277,8.5,31.85483870967742,3.4,73.18548387096774,5.0,16.44125105663567,0,22.513282521261242,7.371794871794872,45.380863817947684,38.190552441953564,18.01676276014684,6.612903225806452,40.49385787909361,32.016129032258064,37.7583367190522,31.22497998398719,29.255310319620225,10.564516129032258,13.90758313718962,15.96774193548387
"Census Tract 9.01, Larimer County, Colorado",08,08069000901,0.11715219062259799,61.201298701298704,0.0,0.0,0.25314068187487226,42.836879432624116,3.7661445065824326,98.32624113475177,0.014978477804357331,14.326241134751774,0.0024118897761029384,38.655462184873954,617.0086911423108,68.43165467625899,51.6402411765,30.66453162530024,6.76998699454,53.96317053642914, Larimer County,0.21165764399999998,57.65696784073507,0.330611064590402,52.3335883703137,0.18640350877192982,82.5275657336726,3.5999999999999943,32.18724109362054,5790.0,2.4,39.95594713656387,9.0,91.34948096885813,12.5,15.105008077544428,36.71018276762402,72.6238830219334,8.6,36.693548387096776,2.1,29.677419354838708,7.45,58.791208791208796,0,42.55768709805005,50.56089743589743,52.609982609807425,48.27862289831866,55.62485433869883,61.935483870967744,41.720725511048094,33.87096774193548,49.25921743922163,48.35868694955965,48.67278992487346,49.03225806451613,30.186158587709283,55.80645161290323
"Census Tract 11.06, Larimer County, Colorado",08,08069001106,0.04516772438803264,33.27922077922078,0.0,0.0,0.16854209966969086,27.361702127659576,2.2101659951109722,90.73758865248227,0.015543097659069992,18.425531914893618,0.0,0.0,529.183050058063,62.6043165467626,51.9214202614,40.51240992794236,6.7648520218599995,53.88310648518815, Larimer County,0.202237957,54.74732006125574,0.33195045796793,53.251721499617446,0.20971867007672634,88.54961832061069,2.4000000000000057,19.552609776304887,4874.0,2.2,36.91629955947137,9.0,91.34948096885813,15.799999999999997,25.20193861066236,31.945014361920393,64.4191714053615,8.6,36.693548387096776,1.8,18.991935483870968,7.51,60.01690617075233,0,28.30067391237604,16.346153846153847,52.99977490415326,48.678943154523616,54.33151977354482,59.91935483870968,38.56746334724002,28.064516129032256,44.766741240227525,40.51240992794236,46.44949156039242,43.225806451612904,26.180054510111315,46.774193548387096
"Census Tract 11.12, Larimer County, Colorado",08,08069001112,0.020232288037166087,18.993506493506494,0.0,0.0,0.17722892737930174,30.382978723404257,0.565593625050153,65.67375886524822,0.016004213804558638,21.843971631205676,0.0,0.0,139.74441520328992,25.122302158273378,52.2914738562,52.44195356285029,6.434453852459999,47.157726180944756, Larimer County,0.14395915199999998,36.29402756508423,0.306753449711055,44.9885233358837,0.14114114114114115,60.81424936386769,9.299999999999997,65.78293289146644,4882.0,3.7,55.4625550660793,5.2,63.581314878892734,25.799999999999997,52.54442649434572,38.11962310528472,75.30463038180342,8.6,36.693548387096776,1.9,22.217741935483872,7.39,57.607776838546066,0,22.815702618894107,7.6923076923076925,41.200906560607265,34.34747798238591,62.248351512742545,70.72580645161291,38.8396890537089,28.70967741935484,35.07250524670288,28.102481985588472,50.54402028322572,54.03225806451613,22.318791353985105,38.064516129032256
"Census Tract 16.02, Larimer County, Colorado",08,08069001602,0.00356905552918842,3.49025974025974,0.0,0.0,0.7508446561994082,72.26950354609929,1.643736419230453,86.22695035460993,0.014855635225895959,13.404255319148936,0.06268323623002095,74.46311858076564,161.60596876476882,28.215827338129497,51.6268385621,30.424339471577262,7.004110355189999,59.087269815852686, Larimer County,0.182045022,46.477794793261864,0.339995662750848,55.70007651109411,0.14805194805194805,65.39440203562341,2.4000000000000057,19.552609776304887,5258.0,2.3,38.370044052863435,3.4,35.94290657439446,20.599999999999994,38.933764135702745,15.589645254074785,27.863525588952072,8.8,46.61290322580645,2.2,33.99193548387097,9.09,81.2764158918005,0,41.64234792348059,48.3974358974359,43.981061585983085,37.229783827061645,37.67620869397351,33.70967741935484,53.96041820049263,60.64516129032258,43.20149036514892,37.950360288230584,45.818313447233066,41.12903225806452,24.921370905078252,43.87096774193549
